1	29	10	2014	1
2	22	10	2014	1
3	15	10	2014	1
4	5	11	2014	1
5	2	11	2011	2
6	26	10	2011	2
7	9	11	2011	2
8	16	11	2011	2
9	30	11	2011	2
10	28	5	2014	3
11	18	6	2014	1
12	11	6	2014	1
13	4	12	2013	1
14	22	10	2013	1
15	5	11	2013	4
16	16	7	2014	1
17	13	11	2013	1
18	11	12	2013	1
19	20	11	2013	1
20	4	6	2014	1
21	1	7	2014	1
22	30	4	2014	1
23	27	11	2013	1
24	20	11	2013	1
25	22	7	2014	1
26	25	6	2014	1
27	6	5	2014	1
28	8	10	2014	1
29	30	10	2013	1
30	8	7	2014	1
31	12	11	2014	1
